bookId,title,genres
1,"Numerical Algorithms: Methods for Computer Vision, Machine Learning, and Graphics",Adventure|Animation|Children|Comedy|Fantasy
2,Concrete Abstractions: An Introduction to Computer Science Using Scheme,Adventure|Children|Fantasy
3,Product Manufacturing and Cost Estimating Using Cad/Cae. The Computer Aided Engineering Design Series,Comedy|Romance
4,Essential Discrete Mathematics for Computer Science,Comedy|Drama|Romance
5,Mathematics for Computer Science,Comedy
6,Discrete Mathematics for Computer Science,Action|Crime|Thriller
7,Essential discrete mathematics for computer science,Comedy|Romance
8,Digital Principles and Logic Design (Engineering) (Computer Science) (Engineering Series),Adventure|Children
9,Classic Computer Science Problems in Python,Action
10,Deep Learning for Computer Vision with Python,Action|Adventure|Thriller
11,"Computer Architecture, Sixth Edition: A Quantitative Approach",Comedy|Drama|Romance
12,Computer Systems: A Programmer's Perspective,Comedy|Horror
13,Computer Organization and Architecture Designing for Performance 10th Edition,Adventure|Animation|Children
14,The Elements of Computing Systems: Building a Modern Computer from First Principles,Drama
15,"Digital Design and Computer Architecture, Second Edition",Action|Adventure|Romance
16,The Design and Analysis of Computer Algorithms,Crime|Drama
17,The Design and Analysis of Computer Algorithms,Drama|Romance
18,"Numerical Methods: Design, Analysis, and Computer Implementation of Algorithms",Comedy
19,"Linux: This Book Includes 4 Manuscripts. The Underground Bible to the UNIX Operating System with Tools On Security and Kali Hacking to Understand Computer Programming, Data Science and Command Line",Comedy
20,"Computer Networking: A Top-Down Approach, 7th Edition",Action|Comedy|Crime|Drama|Thriller
21,Computers and Intractability: A Guide to the Theory of NP-Completeness,Comedy|Crime|Thriller
22,"Theory of Computer Science: Automata, Languages and Computation",Crime|Drama|Horror|Mystery|Thriller
23,"Intro to Python forComputer Science and Data Science : Learning to Program with AI, Big Data and the Cloud",Action|Crime|Thriller
24,"Practical Deep Learning for Cloud, Mobile, and Edge: Real-World AI & Computer-Vision Projects Using Python, Keras & TensorFlow",Drama|Sci-Fi
25,"Practical Deep Learning for Cloud, Mobile, and Edge: Real-World AI & Computer-Vision Projects Using Python, Keras & TensorFlow",Drama|Romance
26,Digital Computer Electronics,Drama
27,Data and Computer Communications,Children|Drama
28,"NETWORKING HACKING: Complete guide tools for computer wireless network technology, connections and communications system. Practical penetration of a network via services and hardware.",Drama|Romance
29,Machine Learning in VLSI Computer-Aided Design,Adventure|Drama|Fantasy|Mystery|Sci-Fi
30,"NETWORKING HACKING: Complete guide tools for computer wireless network technology, connections and communications system. Practical penetration of a network via services and hardware.",Crime|Drama
31,Antennas and Radiowave Propagation (Mcgraw Hill Series in Electrical and Computer Engineering),Drama
32,Computer-aided Design of Electrical Machines,Mystery|Sci-Fi|Thriller
34,Power System Dynamics with Computer-Based Modeling and Analysis,Children|Drama
36,"Computer Graphics and Multimedia. Applications, Problems and Solutions",Crime|Drama
38,"Color theory and modeling for computer graphics, visualization, and multimedia applications  ",Children|Comedy
39,"Color theory and modeling for computer graphics,visualization,and multimedia applications",Comedy|Romance
40,"Computer Graphics and Multimedia: Applications, Problems and Solutions",Drama
41,"Computer Graphics and Multimedia: Applications, Problems and Solutions",Drama|War
42,"Multimedia, Computer Graphics and Broadcasting: International Conference, MulGraB 2011, Held as Part of the Future Generation Information Technology Conference, FGIT 2011, in Conjunction with GDC 2011, Jeju Island, Korea, December 8-10, 2011. Proceedings,",Action|Crime|Drama
43,"Multimedia, Computer Graphics and Broadcasting: International Conference, MulGraB 2011, Held as Part of the Future Generation Information Technology Conference, FGIT 2011, in Conjunction with GDC 2011, Jeju Island, Korea, December 8-10, 2011. Proceedings,",Drama
44,"Multimedia, Computer Graphics and Broadcasting: First International Conference, MulGraB 2009, Held as Part of the Future Generation Information Technology Conference, FGIT 2009, Jeju Island, Korea, December 10,12, 2009. Proceedings",Action|Adventure|Fantasy
45,Chemical Engineering Dynamics: An Introduction to Modelling and Computer Simulation,Comedy|Drama|Thriller
46,3D Game Engine Design: A Practical Approach to Real-Time Computer Graphics,Drama|Romance
47,3D game engine design: a practical approach to real-time computer graphics,Mystery|Thriller
48,Numerical and Statistical Methods for Computer Engineering Gujarat Technological University 2017,Animation|Children|Drama|Musical|Romance
49,Getting Started with CNC: Personal Digital Fabrication with Shapeoko and Other Computer-Controlled Routers,Drama|Romance
50,Chemical Engineering Dynamics: An Introduction to Modelling and Computer Simulation,Crime|Mystery|Thriller
52,Computer and Information Security Handbook,Comedy|Drama|Romance
53,Tensors: The Mathematics of Relativity Theory and Continuum Mechanics,Adventure|Drama
54,Applied mathematics in hydraulic engineering : an introduction to nonlinear differential equations,Children|Comedy
55,Applied mathematics in hydraulic engineering: an introduction to nonlinear differential equations,Drama
57,Applied mathematics in hydraulic engineering : an introduction to nonlinear differential equations,Drama
58,"Foundations of Game Engine Development, Volume 1: Mathematics",Comedy|Drama|Romance
60,"Engineering Mathematics. A Foundation for Electronic, Electrical, Communications and Systems Engineers",Adventure|Children|Fantasy
61,Discrete Mathematics and Its Applications,Drama|Thriller
62,"Schaums Outline of Discrete Mathematics, Revised Third Edition",Drama
63,Discrete Mathematics with Applications,Comedy|Crime
64,A Beginner's Guide to Discrete Mathematics,Comedy|Romance
65,"Discrete Mathematics and Its Applications, seventh edition",Comedy
66,Discrete mathematics and its applications,Action|Sci-Fi|Thriller
68,Essential Discrete Mathematics for Computer Science,Comedy|Romance
69,Foundations of Discrete Mathematics with Algorithms and Programming,Comedy
70,Logic and Discrete Mathematics: A Concise Introduction,Action|Comedy|Horror|Thriller
71,Mathematics for Computer Science,Action
72,Discrete Mathematics Demystified,Comedy|Drama
73,Discrete Mathematics,Drama|War
74,Student’s Solutions Guide to Accompany Discrete Mathematics and Its Applications,Drama|Romance
75,Discrete Mathematics with Applications,Comedy|Drama
76,"Discrete and Combinatorial Mathematics: An Applied Introduction, Fifth Edition",Action|Sci-Fi|Thriller
77,Discrete Mathematics for Computer Science,Documentary
78,Essential discrete mathematics for computer science,Action|Crime|Drama|Thriller
79,"Foundations of Game Engine Development, Volume 1: Mathematics",Drama|Thriller
80,Mathematics for Physical Science and Engineering: Symbolic Computing Applications in Maple and Mathematica,Children|Drama
81,Advanced engineering mathematics with MATLAB,Crime|Drama|Romance
82,Advanced Engineering Mathematics,Comedy|Drama
83,"Advanced Engineering Mathematics, 10th Edition  ",Drama|Romance
85,Schaum's Outline of Advanced Mathematics for Engineers and Scientists,Drama|Romance
86,Algebra-1: Course in Mathematics for the IIT-JEE and Other Engineering Entrance Examinations,Action|Adventure|Drama
87,Advanced Engineering Mathematics - Solutions Manual,Children|Comedy
88,Calculus 1 Course in Mathematics for the IIT JEE and Other Engineering Exams,Comedy
89,A First Course in Partial Differential Equations: with Complex Variables and Transform Methods (Dover Books on Mathematics),Action|Thriller
92,Engineering Mathematics Transforms and Partial Differential Equations,Drama|Horror|Thriller
93,Modern Cryptography: Applied Mathematics for Encryption and Information Security ,Comedy|Horror|Romance
94,"Soil Mechanics of Earthworks, Foundations and Highway Engineering",Comedy|Drama|Romance
95,"Foundation Engineering: Design and Construction in Tropical Soils (Balkema: Proceedings and Monographs in Engineering, Water and Earth Sciences)",Action|Adventure|Thriller
96,"Practical Problems in Soil Mechanics and Foundation Engineering, 2 Wall and Foundation Calculations, Slope Stability",Comedy|Drama
97,"Underwater Embankments on Soft Soil A Case History: A Case History (Balkema: Proceedings and Monographs in Engineering, Water and Earth Sciences)",Crime|Drama
99,Eco- and Ground Bio-Engineering: The Use of Vegetation to Improve Slope Stability: Proceedings of the First International Conference on Eco-Engineering ... (Developments in Plant and Soil Sciences),Documentary
100,"Education and Training in Geo-Engineering Sciences: Soil Mechanics and Geotechnical Engineering, Engineering Geology, Rock Mechanics",Drama|Thriller
101,"Soil and Water Contamination: From molecular to catchment scale (Balkema: Proceedings and Monographs in Engineering, Water and Earth Sciences)",Adventure|Comedy|Crime|Romance
102,Principles of Thermodynamics,Comedy
103,Thermodynamics: An Engineering Approach 8th Edition,Mystery|Sci-Fi|Thriller
104,Thermal Physics: Thermodynamics and Statistical Mechanics for Scientists and Engineers,Comedy
105,A Student's Guide to Entropy,Drama|Romance
106,"Energy, entropy and engines : an introduction to thermodynamics",Comedy|Drama
107,"Fundamentals of Physics: Mechanics, Relativity, and Thermodynamics",Adventure|Children|Comedy|Musical
108,Introduction to Chemical Engineering Thermodynamics,Documentary
110,Statistical Mechanics Made Easy: A Guide for Students and Researchers,Action|Drama|War
111,Entropy demystified: the second law of thermodynamics reduced to plain common sense,Crime|Drama|Thriller
112,Instructor Solutions Manual for Thermodynamics: An Engineering Approach,Action|Adventure|Comedy|Crime
113,"THERMODYNAMICS: AN ENGINEERING APPROACH, NINTH EDITION",Drama|Mystery
116,Statistical Mechanics,Documentary
117,An Introduction to Thermal Physics,Crime|Drama
118,"Introduction to Statistical Physics, Second Edition",Comedy|Romance
119,Fundamentals of Thermal-Fluid Sciences,Comedy
121,Thermodynamics For Dummies,Drama
122,Fundamentals of Engineering Thermodynamics,Comedy|Romance
123,The thermodynamics problem solver,Drama|Mystery|Romance
125,The Laws of Thermodynamics: A Very Short Introduction,Comedy
126,Theoretical Physics 5: Thermodynamics,Adventure|Children|Fantasy
128,"Tropical Fruits, Volume 1 (Crop Production Science in Horticulture, Volume 20)",Documentary
129,"Grapes (Crop Production Science in Horticulture, Volume 16)",Comedy|Romance
132,Soil Microbiology and Sustainable Crop Production,Thriller
135,Soilless Culture - Use of Substrates for the Production of Quality Horticultural Crops,Comedy
137,"Carrots and Related Vegetable Umbelliferae (Crop Production Science in Horticulture, Volume 10)",Documentary
140,The role of plant roots in crop production,Drama|Romance
141,Soil Organic Matter and Its Role in Crop Production,Comedy
144,Soilless Culture - Use of Substrates for the Production of Quality Horticultural Crops,Comedy
145,"Rice: Origin, History, Technology, and Production (Wiley Series in Crop Science)",Action|Comedy|Crime|Drama|Thriller
146,"Corn Crop Production: Growth, Fertilization and Yield",Adventure|Children
147,"Agroecosystems: Soils, Climate, Crops, Nutrient Dynamics and Productivity",Drama
148,Crop ecology : productivity and management in agricultural systems,Drama
149,Nitrogen management in crop production,Crime|Drama|Thriller
150,"Tropical Fruits, 2nd Edition, Volume 1 (Crop Production Science in Horticulture, Volume 20)",Adventure|Drama|IMAX
151,"Microirrigation for Crop Production: Design, Operation, and Management",Action|Drama|Romance|War
152,Phosphorus management in crop production,Drama|Horror
153,Use of Reclaimed Water and Sludge in Food Crop Production,Action|Adventure|Comedy|Crime
154,Emerging trends of plant physiology for sustainable crop production,Drama
155,Priming and Pretreatment of Seeds and Seedlings: Implication in Plant Stress Tolerance and Enhancing Productivity in Crop Plants,Adventure|Drama|War
156,Pesticides in Crop Production: Physiological and Biochemical Action,Comedy|Drama
157,"Internal Combustion Engines: Improving Performance, Fuel Economy and Emission. IMech: E, London, 29–30 November 2011",Comedy|War
158,"Multiphase Flow Dynamics 4: Turbulence, Gas Adsorption and Release, Diesel Fuel Properties",Adventure|Children
159,"Welder's Handbook: For Gas Shielded Arc Welding, Oxy Fuel Cutting and Plasma Cutting",Crime|Drama|Mystery
160,Fuel Systems for IC Engines,Action|Adventure|Mystery|Sci-Fi
161,"Modern power station practice/ 2, Mechanical. Boilers, fuel and ashhandling plant.",Drama|Thriller|War
162,"Combustion phenomena: selected mechanisms of flame formation, propagation, and extinction",Documentary
163,Fuel Systems for IC Engines,Action|Romance|Western
164,Instabilities of Flows: With and Without Heat Transfer and Chemical Reaction (CISM International Centre for Mechanical Sciences),Crime|Film-Noir|Mystery|Thriller
165,Mechanical Gasoline Fuel-Injection System with Lambda Closed-Loop Control: K-Jetronic (Technical Instruction) Part 2,Action|Crime|Thriller
166,Mechanical Gasoline Fuel-Injection System with Lambda Closed-Loop Control: K-Jetronic (Technical Instruction) Part 1,Comedy|Crime|Drama
168,"Mechanical Boilers, Fuel-, and Ash-Handling Plant",Action|Drama|Romance
169,Mechanical Gasoline Fuel-Injection System with Lambda Closed-Loop Control: K-Jetronic (Technical Instruction) Part 3,Adventure|Children|Drama
170,Innovations in Fuel Economy and Sustainable Road Transport,Action|Adventure|Crime|Thriller
171,Reduced Kinetic Mechanisms for Applications in Combustion Systems (Lecture Notes in Physics),Comedy|Drama
172,Fuel Cell Technology Handbook (Handbook Series for Mechanical Engineering),Action|Sci-Fi|Thriller
173,Mechanical Gasoline Fuel-Injection System with Lambda Closed-Loop Control K-Jetronic (Technical Instruction),Action|Crime|Sci-Fi
174,"Solid Fuels Combustion and Gasification - Modeling, Simulation, and Equipment Operation; Volume 174 of Mechanical Engineering Series – Marcel Dekker",Comedy
175,"Innovations in Fuel Economy and Sustainable Road Transport : 8-9 November 2011, Pune, India",Drama
176,2017 ASME Boiler & Pressure Vessel Code BPVC Section III-Rules for Construction of Nuclear Facility Components-Divison 3-Containment Systems & Transport Packagings for Spent Nuclear Fuel & High Level Radioactive Waste BPVC-III-3 - 2017,Comedy
177,"Fuel failure in normal operation of water reactors : experience, mechanisms and management : proceedings of a Technical Committee meeting held in Dimitrovgrad, Russian Federation, 26-29 May 1992",Horror
178,A Textbook of Surveying and Levelling,Comedy|Drama
179,Animal biodiversity:  An outline of higher-level classification and survey of taxonomic richness,Drama|Romance
180,Surveying and Levelling,Comedy|Romance
181,CURRENT DEMOCRATIC METHODS OF TEACHING ON THE SECONDARY SCHOOL LEVEL IN THE UNITED STATES - A SURVEY OF CLASSROOM TEACHING PRACTICES REPORTED BY TEACHERS IN A QUESTIONNAIRE AND SUPPLEMENTED BY CLASSROOM VISITATION AND OBSERVATION DURING THE SCHOOL YEAR 19,Action|Children
183,"Fiscal design across levels of government, year 2000 surveys. / Country report",Comedy|Horror|Thriller
184,"A survey of age-grade status, ability levels, general achievement and reading achievement of elementary school children of Amador County",Drama
185,Theory of Machines and Mechanisms,Action|Crime|Thriller
186,Principles of Physics: From Quantum Field Theory to Classical Mechanics,Comedy|Romance
187,"Theory of Structures: Fundamentals, Framed Structures, Plates and Shells",Comedy
188,Tensors: The Mathematics of Relativity Theory and Continuum Mechanics,Fantasy|Horror|Mystery
189,Theory of Elastic Stability,Comedy|Fantasy
190,Theory Of Machine And Mechanisms Si Edition solution manual,Thriller
191,Strength of Materials: A Unified Theory,Drama|Romance
193,"Measurement and Instrumentation, Second Edition: Theory and Application",Drama
194,Introduction to thermodynamics and kinetic theory of matter,Comedy|Drama
195,Computational Chemistry: Introduction to the Theory and Applications of Molecular and Quantum Mechanics,Comedy|Drama|Romance
196,"Stability of Structures: Elastic, Inelastic, Fracture and Damage Theories  ",Horror|Sci-Fi
198,"Elasticity. Theory, Applications, and Numerics",Action|Crime|Drama|Mystery|Sci-Fi|Thriller
199,Theory and Analysis of Elastic Plates and Shells,Drama|Musical|Romance
201,Theory of Lift: Introductory Computational Aerodynamics in MATLAB®/OCTAVE,Drama|Fantasy
202,"Fundamentals of Robotic Mechanical Systems: Theory, Methods, and Algorithms",Drama|Romance
203,Advanced mechanics of composite materials and structures,Comedy
204,"Spectral Theory and Quantum Mechanics: Mathematical Foundations of Quantum Theories, Symmetries and Introduction to the Algebraic Formulation",Action
205,Theory of elasticity,Comedy|Drama
206,Theory and Problems of Theoretical Mechanics (Schaum's Outline),Documentary
207,Strength of Materials. Elementary Theory and Problems,Drama|Romance
208,"Python for Probability, Statistics, and Machine Learning",Action|Adventure|Sci-Fi
209,Probability and Statistics: A Course for Physicists and Engineers,Drama
210,"Bayesian Statistics The Fun Way: Understanding Statistics And Probability With Star Wars, LEGO, And Rubber Ducks",Western
211,"Python for Probability, Statistics, and Machine Learning",Drama
212,Schaum's Outline of Probability and Statistics,Adventure|Comedy|Crime|Mystery
213,Applied Statistics and Probability for Engineers,Drama
214,Probability and statistics by example. Basic probability and statistics,Drama|War
215,"Cluster Analysis, Fifth Edition (Wiley Series in Probability and Statistics)  ",Drama|Romance
216,"Statistics 101: From Data Analysis and Predictive Modeling to Measuring Distribution and Determining Probability, Your Essential Guide to Statistics (Adams 101)",Comedy
217,"Analysis of Financial Time Series, Third Edition (Wiley Series in Probability and Statistics)",Drama|Thriller
218,Probability and Statistical Inference (9th Edition),Comedy|Drama
219,Probability and statistics for data science : math + R + data,Drama
220,Statistics and Probability for Engineering Applications with Microsoft Excel,Horror
222,Introduction to Probability and Statistics for Engineers and Scientists,Drama|Romance
223,Probability and Statistics for Engineering and the Sciences,Comedy
224,Introduction To Probability: Models And Applications,Comedy|Drama|Romance
225,Probability and Statistics for Engineers and Scientists (9th Edition)  ,Drama|Thriller
227,"Probability and Random Processes, Third Edition",Action|Thriller
228,Probability and Statistics,Comedy
229,Probability for Statistics and Machine Learning: Fundamentals and Advanced Topics,Drama|Thriller
230,Hydrology and water resource management : breakthroughs in research and practice,Drama|Thriller
231,Curve Number Hydrology: State of the Practice,Adventure|Comedy
232,Irrigation and Drainage Engineering,Comedy|Drama|Romance
233,Canal Automation for Irrigation Systems (ASCE Manuals and Reports on Engineering Practice (MOP)131),Drama
234,Irrigation and drainage engineering,Comedy
235,Irrigation and Drainage Engineering,Comedy|Drama
236,Irrigation and Drainage Engineering,Action|Comedy|Romance
237,"Handbook of farm, dairy, and food machinery engineering",Comedy|Romance
238,"Handbook of farm, dairy, and food machinery  ",Adventure|Children
239,"Handbook of farm, dairy, and food machinery",Animation|Children|Comedy|Romance
240,"Handbook of farm, dairy and food machinery engineering",Thriller
241,Handbook of Farm Dairy and Food Machinery,Children|Drama
242,"Handbook of Farm, Dairy and Food Machinery Engineering 3rd Edition 2019",Drama|Musical
243,"Handbook of farm, dairy, and food machinery",Children|Comedy|Fantasy
246,"Handbook of Farm, Dairy, and Food Machinery",Documentary
247,An analysis of changes in the degree of concentration in the iron and steel and farm machinery and equiptment industries,Crime|Drama
248,"Piezoelectric energy harvesting : methods, progress, and challenges",Comedy
249,Innovative materials and systems for energy harvesting applications,Drama|Romance
250,Unnatural harvest: how genetic engineering is altering our food,Children|Comedy
251,Quality of Ground Water - Guidelines for Selection and Application of Frequently Used Models,Action
252,Water Pollution: Environmental Impact Assessment of Recycled Wastes on Surface and Ground Waters; Engineering Modeling and Sustainability,Comedy|Romance
253,Standard guidelines for artificial recharge of ground water,Drama|Horror
254,Quality of Ground Water: Guidelines for Selection and Application of Frequently Used Models,Drama
255,"Solar Engineering of Thermal Processes, Photovoltaics and Wind",Comedy
256,Wind and Solar Based Energy Systems for Communities,Comedy|Sci-Fi
257,Solar Engineering Of Thermal Processes: Photovoltaics And Wind,Mystery|Thriller
258,"Solar Engineering of Thermal Processes, Photovoltaics and Wind",Adventure|Children|Comedy|Fantasy|Romance
259,"Geoinformation: Remote Sensing, Photogrammetry and Geographic Information Systems",Crime|Drama|Thriller
260,"Learning Geospatial Analysis with Python, 2nd Edition: An effective guide to geographic information systems and remote sensing analysis using Python 3",Action|Adventure|Sci-Fi
261,Textbook of Remote Sensing and Geographical Information Systems  ,Drama
262,Handbook on Advances in Remote Sensing and Geographic Information Systems: Paradigms and Applications in Forest Landscape Modeling,Children|Drama
263,"Geoinformation: Remote Sensing, Photogrammetry and Geographical Information Systems",Drama
265,Environmental Modelling with GIS and Remote Sensing (Geographic Information Systems Workshop),Drama|Fantasy|Romance
266,Learning Geospatial Analysis with Python: An effective guide to geographic information system and remote sensing analysis using Python 3,Drama|Romance|War|Western
267,Textbook of remote sensing and geographical information systems,Comedy
269,Remote Sensing and Geographical Information Systems for Resource Management in Developing Countries,Drama
270,Remote Sensing and Geographical Information Systems in Epidemiology,Drama|Romance
271,Handbook on Advances in Remote Sensing and Geographic Information Systems: Paradigms and Applications in Forest Landscape Modeling,Drama
272,Learning geospatial analysis with Python : an effective guide to geographic information system and remote sensing analysis using Python 3,Comedy|Drama
273,"Geoinformation: Remote Sensing, Photogrammetry and Geographic Information Systems",Drama|Horror|Sci-Fi
274,"Geoinformation: Remote Sensing, Photogrammetry and Geographic Information Systems, Second Edition",Comedy
275,"Geoinformation: Remote Sensing, Photogrammetry and Geographical Information Systems",Comedy
276,"The Human Brain Book: An Illustrated Guide to Its Structure, Function, and Disorders",Comedy|Romance
277,Vander’s Human Physiology,Drama
278,Strength Training Anatomy - 2nd Edition,Comedy
279,"The Concise Human Body Book: An Illustrated Guide to its Structure, Function, and Disorders",Drama
